doi;agreement;yfa_kod;article_title;corresponding_auth;approved_date;approved_year;first_published;apc;apc_source;currency;over limit;oa_type
10.1007/s00586-019-06271-z;Springer Compact;YFA_SCO;;Eva Rasmussen-Barr;28-dec-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00592-018-01285-3;Springer Compact;YFA_SCO;;Emilia Hagman;09-jan-19;2019;;2200;BK;EUR;FALSE;hybrid
10.1007/s00701-019-03885-6;Springer Compact;YFA_SCO;;Ola Bengtsson;28-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00701-019-03996-0;Springer Compact;YFA_SCO;;Alexander Fletcher-Sandersjöö;28-juni-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00701-019-04000-5;Springer Compact;YFA_SCO;;Alexander Fletcher-Sandersjöö;28-juni-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00702-019-01969-2;Springer Compact;YFA_SCO;;Kjell Fuxe;09-jan-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00784-019-02935-8;Springer Compact;YFA_SCO;;Elisabeth Boström;03-maj-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00784-019-03137-y;Springer Compact;YFA_SCO;;A. Koman;04-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00787-018-01269-2;Springer Compact;YFA_SCO;;Tyra Lagerberg;03-jan-19;2019;;2200;BK;EUR;FALSE;hybrid
10.1007/s00787-019-01442-1;Springer Compact;YFA_SCO;;Laura Sevilla-Cermeño;18-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s00787-019-01445-y;Springer Compact;YFA_SCO;;Gita Rajan;22-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10067-019-04574-6;Springer Compact;YFA_SCO;;Hector Espinosa-Ortega;29-apr-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10067-019-04629-8;Springer Compact;YFA_SCO;;Antovic Aleksandra;03-juni-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10096-019-03493-3;Springer Compact;YFA_SCO;;Volkan Özenci;01-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10096-019-03494-2;Springer Compact;YFA_SCO;;Oliver Dyar;01-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10096-019-03654-4;Springer Compact;YFA_SCO;;Volkan Özenci;12-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10096-019-03703-y;Springer Compact;YFA_SCO;;Volkan Özenci;11-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10278-019-00278-0;Springer Compact;YFA_SCO;;Karin Dembrower;02-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10459-018-09872-3;Springer Compact;YFA_SCO;;Caroline Olsson;14-jan-19;2019;;2200;BK;EUR;FALSE;hybrid
10.1007/s10461-019-02626-1;Springer Compact;YFA_SCO;;Long Nguyen;12-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10519-019-09986-3;Springer Compact;YFA_SCO;;Pei-Yin Pan;28-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10522-019-09795-5;Springer Compact;YFA_SCO;;Juulia Jylhävä;09-jan-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10549-018-05119-2;Springer Compact;YFA_SCO;;Stephanie Robertson;03-jan-19;2019;;2200;BK;EUR;FALSE;hybrid
10.1007/s10549-019-05204-0;Springer Compact;YFA_SCO;;Kate Bolam;18-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10549-019-05496-2;Springer Compact;YFA_SCO;;A. Frisell;11-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10554-019-01591-z;Springer Compact;YFA_SCO;;Ashwin Venkateshvaran;28-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10570-019-02381-5;Springer Compact;YFA_SCO;;Agneta Richter-Dahlfors;18-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10620-019-05509-6;Springer Compact;YFA_SCO;;Hannes Hagström;11-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10654-018-0474-9;Springer Compact;YFA_SCO;;Frida Lundberg;03-jan-19;2019;;2200;BK;EUR;FALSE;hybrid
10.1007/s10654-019-00506-5;Springer Compact;YFA_SCO;;Brian Lee;11-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10654-019-00511-8;Springer Compact;YFA_SCO;;Jonas Ludvigsson;18-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10654-019-00517-2;Springer Compact;YFA_SCO;;Arvid Sjölander;12-apr-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10654-019-00540-3;Springer Compact;YFA_SCO;;Frida Lundberg;01-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10654-019-00558-7;Springer Compact;YFA_SCO;;Chantelle Murley;29-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10654-019-00566-7;Springer Compact;YFA_SCO;;Arvid Sjölander;25-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10654-019-00590-7;Springer Compact;YFA_SCO;;Ruoqing Chen;27-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10803-019-04001-4;Springer Compact;YFA_SCO;;S. Bölte;28-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10815-019-01519-5;Springer Compact;YFA_SCO;;Kenny Rodriguez-Wallberg;09-juli-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10877-019-00421-w;Springer Compact;YFA_SCO;;Thorir Sigmundsson;06-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10899-019-09847-y;Springer Compact;YFA_SCO;;Kristoffer Magnusson;28-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10902-019-00147-1;Springer Compact;YFA_SCO;;Aleksandra Bujacz;09-juli-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10910-019-01001-8;Springer Compact;YFA_SCO;;Dževad Belkić;03-jan-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10910-019-01060-x;Springer Compact;YFA_SCO;;Dževad Belkić;26-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s10910-019-01077-2;Springer Compact;YFA_SCO;;Dževad Belkić;11-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11013-019-09628-7;Springer Compact;YFA_SCO;;Sofie Bäärnhielm;28-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11064-019-02822-4;Springer Compact;YFA_SCO;;Dasiel Borroto-Escuela;03-juni-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11136-019-02120-0;Springer Compact;YFA_SCO;;Fanny Sellberg;01-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11136-019-02292-9;Springer Compact;YFA_SCO;;Kristina Burström;03-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11136-019-02351-1;Springer Compact;YFA_SCO;;N. Roy;28-okt-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11238-019-09740-5;Springer Compact;YFA_SCO;;Yudi Pawitan;05-dec-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11239-019-01822-z;Springer Compact;YFA_SCO;;Charlotte Thålin;01-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11239-019-01966-y;Springer Compact;YFA_SCO;;Per Wändell;25-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11282-019-00381-6;Springer Compact;YFA_SCO;;Rémi Esclassan;28-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11657-018-0555-0;Springer Compact;YFA_SCO;;Christina Alin;03-jan-19;2019;;2200;BK;EUR;FALSE;hybrid
10.1007/s11657-019-0599-9;Springer Compact;YFA_SCO;;Helena Salminen;17-apr-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11695-019-03834-3;Springer Compact;YFA_SCO;;Mari Hult;18-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11695-019-04304-6;Springer Compact;YFA_SCO;;Daniel Hogling;22-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11764-019-00747-z;Springer Compact;YFA_SCO;;Sara Mijwel;11-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11892-019-1192-8;Springer Compact;YFA_SCO;;Malin Flodström-Tullberg;09-juli-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11892-019-1255-x;Springer Compact;YFA_SCO;;Juleen Zierath;16-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11912-019-0839-6;Springer Compact;YFA_SCO;;Monika Ehnman;16-juli-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11926-019-0810-4;Springer Compact;YFA_SCO;;Marta Alarcón-Riquelme;15-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s11930-019-00198-8;Springer Compact;YFA_SCO;;Anna Wahlberg;15-apr-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12012-019-09516-x;Springer Compact;YFA_SCO;;Lukasz Antoniewicz;04-apr-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12020-018-01835-3;Springer Compact;YFA_SCO;;Henrik Falhammar;03-jan-19;2019;;2200;BK;EUR;FALSE;hybrid
10.1007/s12020-019-02035-3;Springer Compact;YFA_SCO;;Henrik Falhammar;02-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12020-019-02073-x;Springer Compact;YFA_SCO;;David Nathanson;26-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12020-019-02160-z;Springer Compact;YFA_SCO;;Henrik Falhammar;16-dec-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12020-019-02169-4;Springer Compact;YFA_SCO;;Henrik Falhammar;20-dec-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12022-019-09580-7;Springer Compact;YFA_SCO;;Carl Juhlin;27-maj-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12035-019-01779-3;Springer Compact;YFA_SCO;;André Fisahn;11-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12035-019-1548-8;Springer Compact;YFA_SCO;;Adamantia Fragopoulou;18-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12035-019-1580-8;Springer Compact;YFA_SCO;;Dasiel Borroto-Escuela;28-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s12062-019-09254-6;Springer Compact;YFA_SCO;;;;2019;;2289;BIBSAM_PRICE;EUR;FALSE;gold
10.1007/s12640-019-00134-7;Springer Compact;YFA_SCO;;Kjell Fuxe;05-nov-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s13187-019-01493-7;Springer Compact;YFA_SCO;;Jeanette Winterling;19-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s13187-019-01608-0;Springer Compact;YFA_SCO;;Karen Belkić;26-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s13311-019-00712-9;Springer Compact;YFA_SCO;;Rula Zain;01-feb-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s13319-019-0217-z;Springer Compact;YFA_SCO;;Peyman Bakhshayesh;22-jan-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s13361-019-02177-8;Springer Compact;YFA_SCO;;Michael Landreh;11-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40264-019-00889-0;Springer Compact;YFA_SCO;;Johan Reutfors;06-dec-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40264-019-00898-z;Springer Compact;YFA_SCO;;Abbie Barry;11-dec-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40271-019-00357-y;Springer Compact;YFA_SCO;;Erik Landfeldt;22-jan-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40496-019-0211-9;Springer Compact;YFA_SCO;;Elisabeth Boström;12-apr-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40519-019-00776-8;Springer Compact;YFA_SCO;;Pernilla Lång;11-sep-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40520-019-01166-x;Springer Compact;YFA_SCO;;Davide Vetrano;11-mars-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40520-019-01207-5;Springer Compact;YFA_SCO;;Olof Sköldenberg;17-apr-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40520-019-01217-3;Springer Compact;YFA_SCO;;Per Wändell;16-maj-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40520-019-01297-1;Springer Compact;YFA_SCO;;Giulia Grande;12-aug-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1007/s40520-019-01449-3;Springer Compact;YFA_SCO;;Per Wändell;18-dec-19;2019;;2289;BK;EUR;FALSE;hybrid
10.1017/s0033291719000424;Cambridge;YFA_CAM;;Cesta, C;14-feb-19;2019;;1870;BK;GBP;FALSE;hybrid
10.1017/s0033291719002423;Cambridge;YFA_CAM;;Sörberg Wallin, A;20-aug-19;2019;;1925;BK;GBP;FALSE;hybrid
10.1017/s0033291719002976;Cambridge;YFA_CAM;;Yao, S;26-sep-19;2019;;1925;BK;GBP;FALSE;hybrid
10.1017/s0033291719003003;Cambridge;YFA_CAM;;Fernández de la Cruz, L;01-okt-19;2019;;1925;BK;GBP;FALSE;hybrid
10.1017/s0033291719003167;Cambridge;YFA_CAM;;AMIN, R;16-okt-19;2019;;1925;BK;GBP;FALSE;hybrid
10.1017/s0033291719003908;Cambridge;YFA_CAM;;Vilaplana-Pérez, A;06-dec-19;2019;;1925;BK;GBP;FALSE;hybrid
10.1017/s104161021900173x;Cambridge;YFA_CAM;;Sindi, S;11-okt-19;2019;;2980;BK;GBP;FALSE;hybrid
10.1017/s1049023x20000096;Cambridge;YFA_CAM;;;;2019;;2507,84;OPEN_APC_DE_AVG_HBRD;EUR;FALSE;hybrid
10.1017/s1352465819000018;Cambridge;YFA_CAM;;Rozental, A;26-okt-18;2019;;1835;BK;GBP;FALSE;hybrid
10.1017/thg.2019.76;Cambridge;YFA_CAM;;Pedersen, N;04-juni-19;2019;;735;BK;GBP;FALSE;hybrid
10.1017/thg.2019.99;Cambridge;YFA_CAM;;Magnusson, P;31-maj-19;2019;;760;BK;GBP;FALSE;hybrid
10.1021/acschemneuro.9b00680;ACS;YFA_ACS;;;;2019;;4000;BIBSAM_PRICE;USD;FALSE;hybrid
10.1038/s41398-019-0568-5;Springer Nature Fully Open;YFA_SOA;;Josef Isung;05-aug-19;2019;;2940;BK;EUR;FALSE;gold
10.1038/s41398-019-0594-3;Springer Nature Fully Open;YFA_SOA;;Stefan Spulber;24-sep-19;2019;;2940;BK;EUR;FALSE;gold
10.1038/s41398-019-0653-9;Springer Nature Fully Open;YFA_SOA;;Catharina Lavebratt;07-nov-19;2019;;2940;BK;EUR;FALSE;gold
10.1038/s41419-019-1875-8;Springer Nature Fully Open;YFA_SOA;;Suzanne Egyhazi Brage;09-aug-19;2019;;2990;BK;EUR;FALSE;gold
10.1038/s41419-019-2074-3;Springer Nature Fully Open;YFA_SOA;;Ola Larsson;18-okt-19;2019;;2990;BK;EUR;FALSE;gold
10.1038/s41419-019-2208-7;Springer Nature Fully Open;YFA_SOA;;Margareta Wilhelm;17-dec-19;2019;;2990;BK;EUR;FALSE;gold
