doi;agreement;yfa_kod;article_title;corresponding_auth;approved_date;approved_year;first_published;apc;apc_source;currency;over limit;oa_type
10.1177/0020731420986694;SAGE;YFA_SAG;;Nuria Matilla-Santander;21-dec-20;2020;;2200;BK;GBP;;hybrid
10.1177/0023830920987268;SAGE;YFA_SAG;;Sofia Strombergsson;23-dec-20;2020;;2200;BK;GBP;;hybrid
10.1177/1457496920913677;SAGE RSM;YFA_SAG;;Swedenhammar, E;04-mars-20;2020;;2200;BK;GBP;;hybrid
10.1177/2050640620916027;SAGE RSM;YFA_SAG;;Vujasinovic, M;11-mars-20;2020;;2200;BK;GBP;;hybrid
10.1177/1932296820920909;SAGE RSM;YFA_SAG;;Hidefjall, P;02-apr-20;2020;;2200;BK;GBP;;hybrid
10.1177/0284185120911583;SAGE RSM;YFA_SAG;;Hellgren, R;09-apr-20;2020;;2200;BK;GBP;;hybrid
10.1177/0093854820910774;SAGE RSM;YFA_SAG;;Sorman, K;09-apr-20;2020;;2200;BK;GBP;;hybrid
10.1177/1471301220910637;SAGE RSM;YFA_SAG;;Tyrrell, M;09-apr-20;2020;;2200;BK;GBP;;hybrid
10.1177/1529100620920576;SAGE RSM;YFA_SAG;;Lovden, M;15-apr-20;2020;;2200;BK;GBP;;hybrid
10.1177/1087054720923725;SAGE RSM;YFA_SAG;;Zhang, L;15-maj-20;2020;;2200;BK;GBP;;hybrid
10.1007/s00259-020-04683-4;Springer Compact;YFA_SCO;;Patrik Fazio;07-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00262-019-02476-9;Springer Compact;YFA_SCO;;Jeroen Melief;07-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12035-020-01867-9;Springer Compact;YFA_SCO;;Elena Di Martino;08-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00134-019-05910-9;Springer Compact;YFA_SCO;;Jonas Sunden-Cullberg;08-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12975-019-00777-w;Springer Compact;YFA_SCO;;Annika Lundström;08-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00380-020-01553-9;Springer Compact;YFA_SCO;;Mikael Kastengren;10-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11136-020-02427-3;Springer Compact;YFA_SCO;;Ritva Rissanen;13-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11136-020-02426-4;Springer Compact;YFA_SCO;;Gert Helgesson;13-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00167-020-05851-7;Springer Compact;YFA_SCO;;Jesper Kraus-Schmitz;20-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10549-020-05537-1;Springer Compact;YFA_SCO;;Jana de Boniface;20-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12022-020-09606-5;Springer Compact;YFA_SCO;;C. Juhlin;24-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10552-020-01271-7;Springer Compact;YFA_SCO;;Xia Jiang;24-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00787-020-01484-w;Springer Compact;YFA_SCO;;Johan Lundin Kleberg;28-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00429-020-02032-7;Springer Compact;YFA_SCO;;Jonas Persson;29-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12062-020-09264-9;Springer Compact;YFA_SCO;;Johan Fritzell;30-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00268-020-05406-4;Springer Compact;YFA_SCO;;Rojbin Karakoyun Demirci;30-jan-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10654-020-00611-w;Springer Compact;YFA_SCO;;Marios Rossides;03-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00439-020-02129-3;Springer Compact;YFA_SCO;;Petter Brodin;04-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00401-020-02133-x;Springer Compact;YFA_SCO;;E. Hedlund;05-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00787-020-01490-y;Springer Compact;YFA_SCO;;Anna Ohlis;06-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10654-020-00613-8;Springer Compact;YFA_SCO;;Erik Landfeldt;07-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00383-020-04631-1;Springer Compact;YFA_SCO;;Anna Löf Granström;14-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s40520-020-01507-1;Springer Compact;YFA_SCO;;Amaia Calderon-Larrañaga;14-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11695-020-04483-7;Springer Compact;YFA_SCO;;Ylva Trolle Lagerros;18-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10140-020-01764-7;Springer Compact;YFA_SCO;;Sandra Diaz Ruiz;19-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s43440-020-00069-3;Springer Compact;YFA_SCO;;Kjell Fuxe;20-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00384-020-03542-w;Springer Compact;YFA_SCO;;Eklöv Eklöv;20-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00259-020-04739-5;Springer Compact;YFA_SCO;;Ryosuke Arakawa;21-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10508-020-01665-3;Springer Compact;YFA_SCO;;Arnaud Tognetti;21-feb-20;2020;;2289;BK;EUR;;hybrid
10.1245/s10434-020-08303-1;Springer Compact;YFA_SCO;;Pernilla Lagergren;27-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10935-020-00584-2;Springer Compact;YFA_SCO;;Gisela Nyberg;28-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12020-020-02244-1;Springer Compact;YFA_SCO;;Svetlana Lajic;28-feb-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00394-020-02220-5;Springer Compact;YFA_SCO;;Federica Laguzzi;05-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00268-020-05475-5;Springer Compact;YFA_SCO;;Christian Sturesson;09-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00228-020-02856-6;Springer Compact;YFA_SCO;;Diana Rydberg;09-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00420-020-01535-4;Springer Compact;YFA_SCO;;Iben Axén;12-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12022-020-09616-3;Springer Compact;YFA_SCO;;C. Juhlin;13-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00439-020-02150-6;Springer Compact;YFA_SCO;;Volker Lauschke;16-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00198-020-05380-6;Springer Compact;YFA_SCO;;O. Ström;19-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10910-020-01123-4;Springer Compact;YFA_SCO;;Dzevad Belkic;20-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12035-020-01905-6;Springer Compact;YFA_SCO;;Andrea Bieder;24-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00167-020-05945-2;Springer Compact;YFA_SCO;;Simon Svedman;24-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s40273-020-00905-7;Springer Compact;YFA_SCO;;Kristina Burström;26-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s13311-020-00855-0;Springer Compact;YFA_SCO;;Karl Carlstrom;26-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11013-020-09674-6;Springer Compact;YFA_SCO;;Mattias Strand;27-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10549-020-05602-9;Springer Compact;YFA_SCO;;Yvonne Brandberg;27-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00701-020-04309-6;Springer Compact;YFA_SCO;;Simon Skyrman;30-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00592-020-01527-3;Springer Compact;YFA_SCO;;Per Wändell;30-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00404-020-05532-3;Springer Compact;YFA_SCO;;Kenny Rodriguez-Wallberg;30-mars-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00392-020-01641-w;Springer Compact;YFA_SCO;;Anikó Ilona Nagy;01-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12308-020-00394-9;Springer Compact;YFA_SCO;;Leonie Saft;02-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00787-020-01527-2;Springer Compact;YFA_SCO;;Volen Ivanov;03-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00228-020-02862-8;Springer Compact;YFA_SCO;;B. Godman;06-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s40273-020-00912-8;Springer Compact;YFA_SCO;;Erik Landfeldt;09-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00167-020-05982-x;Springer Compact;YFA_SCO;;Paul Ackermann;16-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00068-020-01341-0;Springer Compact;YFA_SCO;;Carl Montán;21-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12020-020-02323-3;Springer Compact;YFA_SCO;;Henrik Falhammar;23-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00228-020-02883-3;Springer Compact;YFA_SCO;;Isabella Ekheden;27-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00167-020-06037-x;Springer Compact;YFA_SCO;;Gianluigi Capone;29-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00125-020-05166-9;Springer Compact;YFA_SCO;;Juleen Zierath;29-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00520-020-05476-z;Springer Compact;YFA_SCO;;Jenny Bergqvist;30-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10549-020-05663-w;Springer Compact;YFA_SCO;;Alexios Matikas;30-apr-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00127-020-01883-z;Springer Compact;YFA_SCO;;Anna-Clara Hollander;05-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00405-020-06035-2;Springer Compact;YFA_SCO;;Johan Fehrm;06-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12671-020-01403-9;Springer Compact;YFA_SCO;;Gunilla Lönnberg;06-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00127-020-01874-0;Springer Compact;YFA_SCO;;Emma Björkenstam;07-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00394-020-02275-4;Springer Compact;YFA_SCO;;Robert Hahn;07-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10654-020-00646-z;Springer Compact;YFA_SCO;;Anthony Matthews;08-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00134-020-06024-3;Springer Compact;YFA_SCO;;Per Nordberg;11-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10389-020-01307-x;Springer Compact;YFA_SCO;;Laura Pazzagli;11-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11096-020-01056-7;Springer Compact;YFA_SCO;;Brian Godman;12-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10571-020-00874-7;Springer Compact;YFA_SCO;;Fausto Chiazza;13-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00394-020-02285-2;Springer Compact;YFA_SCO;;Josefin Löfvenborg;13-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00223-020-00707-1;Springer Compact;YFA_SCO;;Barbro Malmgren;14-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11060-020-03490-z;Springer Compact;YFA_SCO;;Jiri Bartek;15-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00406-020-01139-6;Springer Compact;YFA_SCO;;Jerker Hetta;20-maj-20;2020;;2289;BK;EUR;;hybrid
10.1245/s10434-020-08653-w;Springer Compact;YFA_SCO;;Giola Santoni;24-maj-20;2020;;2289;BK;EUR;;hybrid
10.1245/s10434-020-08661-w;Springer Compact;YFA_SCO;;Giola Santoni;24-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00701-020-04416-4;Springer Compact;YFA_SCO;;Charles Tatter;25-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00345-020-03277-x;Springer Compact;YFA_SCO;;Anna Lantz;26-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11914-020-00594-3;Springer Compact;YFA_SCO;;Cecilia Götherström;26-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s40620-020-00765-6;Springer Compact;YFA_SCO;;Juan Carrero;28-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11695-020-04751-6;Springer Compact;YFA_SCO;;Jesper Lagergren;29-maj-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11605-020-04670-y;Springer Compact;YFA_SCO;;Fredrik Klevebro;01-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00262-020-02625-5;Springer Compact;YFA_SCO;;Erik Berglund;01-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00125-020-05196-3;Springer Compact;YFA_SCO;;Tilo Moede;02-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00428-020-02858-w;Springer Compact;YFA_SCO;;Lars Egevad;02-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00268-020-05633-9;Springer Compact;YFA_SCO;;Alphonsus Matovu;02-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10549-020-05720-4;Springer Compact;YFA_SCO;;Anna Plym;04-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00415-020-09970-6;Springer Compact;YFA_SCO;;Erik Landfeldt;04-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12105-020-01187-3;Springer Compact;YFA_SCO;;Carl Christofer Juhlin;04-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00415-020-09971-5;Springer Compact;YFA_SCO;;Benjamin Ineichen;08-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00127-020-01902-z;Springer Compact;YFA_SCO;;Ridwanul Amin;10-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11019-020-09962-3;Springer Compact;YFA_SCO;;Joar Björk;12-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10549-020-05744-w;Springer Compact;YFA_SCO;;Shadi Azam;15-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00467-020-04659-4;Springer Compact;YFA_SCO;;Maria Herthelius;15-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10549-020-05752-w;Springer Compact;YFA_SCO;;Stephanie Robertson;15-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12028-020-01037-8;Springer Compact;YFA_SCO;;Alexander Fletcher-Sandersjöö;22-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10334-020-00859-z;Springer Compact;YFA_SCO;;Andreas Sigfridsson;22-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00784-020-03425-y;Springer Compact;YFA_SCO;;Nabeel Almotairy;24-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00167-020-06127-w;Springer Compact;YFA_SCO;;Riccardo Cristiani;25-juni-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10096-020-03974-w;Springer Compact;YFA_SCO;;Jessica Ögren;02-juli-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00296-020-04641-1;Springer Compact;YFA_SCO;;Malin Mattsson;03-juli-20;2020;;2289;BK;EUR;;hybrid
10.1007/s12551-020-00722-4;Springer Compact;YFA_SCO;;Payam Haftbaradaran Esfahani;07-juli-20;2020;;2289;BK;EUR;;hybrid
10.1007/s40520-020-01651-8;Springer Compact;YFA_SCO;;Olof Sköldenberg;10-juli-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00787-020-01600-w;Springer Compact;YFA_SCO;;Tatja Hirvikoski;13-juli-20;2020;;2289;BK;EUR;;hybrid
10.1007/s11019-020-09967-y;Springer Compact;YFA_SCO;;Antoinette Lundahl;14-juli-20;2020;;2289;BK;EUR;;hybrid
10.1007/s10549-020-05802-3;Springer Compact;YFA_SCO;;Fredrik Karlsson;14-juli-20;2020;;2289;BK;EUR;;hybrid
10.1007/s00586-019-06271-z;Springer Compact;YFA_SCO;;Eva Rasmussen-Barr;28-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00259-019-04669-x;Springer Compact;YFA_SCO;;Joana Pereira;28-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00127-019-01824-5;Springer Compact;YFA_SCO;;Emma Björkenstam;28-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00441-019-03162-z;Springer Compact;YFA_SCO;;Annelie Brauner;26-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s12020-019-02169-4;Springer Compact;YFA_SCO;;Henrik Falhammar;20-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00018-019-03422-9;Springer Compact;YFA_SCO;;Helder André;20-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00018-019-03430-9;Springer Compact;YFA_SCO;;Christoph Freyer;19-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s40520-019-01449-3;Springer Compact;YFA_SCO;;Per Wändell;18-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s12020-019-02160-z;Springer Compact;YFA_SCO;;Henrik Falhammar;16-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00415-019-09677-3;Springer Compact;YFA_SCO;;Anna Karin Hedström;13-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00520-019-05237-7;Springer Compact;YFA_SCO;;Emelie Karlsson;12-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s40264-019-00898-z;Springer Compact;YFA_SCO;;Abbie Barry;11-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00383-019-04610-1;Springer Compact;YFA_SCO;;Tomas Wester;10-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00395-019-0765-7;Springer Compact;YFA_SCO;;Ralph Knöll;09-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00420-019-01505-5;Springer Compact;YFA_SCO;;Sanna Kärkkäinen;06-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s40264-019-00889-0;Springer Compact;YFA_SCO;;Johan Reutfors;06-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11238-019-09740-5;Springer Compact;YFA_SCO;;Yudi Pawitan;05-dec-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00535-019-01652-z;Springer Compact;YFA_SCO;;Nele Brusselaers;29-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10519-019-09986-3;Springer Compact;YFA_SCO;;Pei-Yin Pan;28-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10654-019-00590-7;Springer Compact;YFA_SCO;;Ruoqing Chen;27-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00787-019-01445-y;Springer Compact;YFA_SCO;;Gita Rajan;22-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00276-019-02389-3;Springer Compact;YFA_SCO;;Peyman Bakhshayesh;22-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11695-019-04304-6;Springer Compact;YFA_SCO;;Daniel Hogling;22-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00127-019-01803-w;Springer Compact;YFA_SCO;;M. Wang;19-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00787-019-01442-1;Springer Compact;YFA_SCO;;Laura Sevilla-Cermeño;18-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10549-019-05496-2;Springer Compact;YFA_SCO;;A. Frisell;11-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00228-019-02787-x;Springer Compact;YFA_SCO;;Michel Arvidsson;11-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10910-019-01077-2;Springer Compact;YFA_SCO;;Dževad Belkić;11-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00228-019-02780-4;Springer Compact;YFA_SCO;;Laura Pazzagli;07-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10877-019-00421-w;Springer Compact;YFA_SCO;;Thorir Sigmundsson;06-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s12640-019-00134-7;Springer Compact;YFA_SCO;;Kjell Fuxe;05-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00259-019-04589-w;Springer Compact;YFA_SCO;;Pavitra Kannan;04-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00784-019-03137-y;Springer Compact;YFA_SCO;;A. Koman;04-nov-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00439-019-02081-x;Springer Compact;YFA_SCO;;Volker Lauschke;30-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11136-019-02351-1;Springer Compact;YFA_SCO;;N. Roy;28-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00167-019-05767-x;Springer Compact;YFA_SCO;;Susanna Aufwerber;25-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00394-019-02126-x;Springer Compact;YFA_SCO;;Yasutake Tomata;24-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00381-019-04394-8;Springer Compact;YFA_SCO;;Ulrika Sandvik;23-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00268-019-05249-8;Springer Compact;YFA_SCO;;Maximilian Zoltek;21-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00420-019-01479-4;Springer Compact;YFA_SCO;;Cecilia Videnros;15-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00223-019-00624-y;Springer Compact;YFA_SCO;;S. Windahl;15-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00281-019-00767-y;Springer Compact;YFA_SCO;;Magnus Bäck;15-okt-19;2019;;2289;BK;EUR;;hybrid
10.1245/s10434-019-07966-9;Springer Compact;YFA_SCO;;Jesper Lagergren;14-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00204-019-02594-4;Springer Compact;YFA_SCO;;Karin Broberg;14-okt-19;2019;;2289;BK;EUR;;hybrid
10.14283/jpad.2019.41;Springer Compact;YFA_SCO;;Miia Kivipelto;10-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00345-019-02976-4;Springer Compact;YFA_SCO;;Justin Collins;07-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00223-019-00618-w;Springer Compact;YFA_SCO;;Tuomas Näreoja;02-okt-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10654-019-00566-7;Springer Compact;YFA_SCO;;Arvid Sjölander;25-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00125-019-05019-0;Springer Compact;YFA_SCO;;Susanna Larsson;25-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11239-019-01966-y;Springer Compact;YFA_SCO;;Per Wändell;25-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00392-019-01554-3;Springer Compact;YFA_SCO;;Eric Rullman;16-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11892-019-1255-x;Springer Compact;YFA_SCO;;Juleen Zierath;16-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00167-019-05722-w;Springer Compact;YFA_SCO;;Christoffer von Essen;16-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00268-019-05188-4;Springer Compact;YFA_SCO;;Jan Zedenius;12-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10096-019-03703-y;Springer Compact;YFA_SCO;;Volkan Özenci;11-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s40519-019-00776-8;Springer Compact;YFA_SCO;;Pernilla Lång;11-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s12035-019-01779-3;Springer Compact;YFA_SCO;;André Fisahn;11-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11136-019-02292-9;Springer Compact;YFA_SCO;;Kristina Burström;03-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00384-019-03390-3;Springer Compact;YFA_SCO;;Harald Söderbäck;03-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00256-019-03309-7;Springer Compact;YFA_SCO;;Zlatan Alagic;02-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10278-019-00278-0;Springer Compact;YFA_SCO;;Karin Dembrower;02-sep-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00125-019-04997-5;Springer Compact;YFA_SCO;;Sofia Carlsson;29-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10654-019-00558-7;Springer Compact;YFA_SCO;;Chantelle Murley;29-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00246-019-02199-9;Springer Compact;YFA_SCO;;Jonna Karlén;26-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10910-019-01060-x;Springer Compact;YFA_SCO;;Dževad Belkić;26-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s13187-019-01608-0;Springer Compact;YFA_SCO;;Karen Belkić;26-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s12020-019-02073-x;Springer Compact;YFA_SCO;;David Nathanson;26-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00420-019-01472-x;Springer Compact;YFA_SCO;;Carolina Bigert;21-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10461-019-02626-1;Springer Compact;YFA_SCO;;Long Nguyen;12-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s40520-019-01297-1;Springer Compact;YFA_SCO;;Giulia Grande;12-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10096-019-03654-4;Springer Compact;YFA_SCO;;Volkan Özenci;12-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00383-019-04546-6;Springer Compact;YFA_SCO;;Anna Granström;12-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00429-019-01938-1;Springer Compact;YFA_SCO;;Goran Papenberg;12-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00213-019-05345-6;Springer Compact;YFA_SCO;;Lotfi Khemiri;12-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00018-019-03232-z;Springer Compact;YFA_SCO;;Vladimir Gogvadze;02-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s12020-019-02035-3;Springer Compact;YFA_SCO;;Henrik Falhammar;02-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10654-019-00540-3;Springer Compact;YFA_SCO;;Frida Lundberg;01-aug-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00405-019-05571-w;Springer Compact;YFA_SCO;;Anna Borgström;29-juli-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11912-019-0839-6;Springer Compact;YFA_SCO;;Monika Ehnman;16-juli-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00586-019-06071-5;Springer Compact;YFA_SCO;;E. Rasmussen-Barr;15-juli-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10902-019-00147-1;Springer Compact;YFA_SCO;;Aleksandra Bujacz;09-juli-19;2019;;2289;BK;EUR;;hybrid
10.1007/s10815-019-01519-5;Springer Compact;YFA_SCO;;Kenny Rodriguez-Wallberg;09-juli-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00406-019-01042-9;Springer Compact;YFA_SCO;;Viktoria Johansson;09-juli-19;2019;;2289;BK;EUR;;hybrid
10.1007/s11892-019-1192-8;Springer Compact;YFA_SCO;;Malin Flodström-Tullberg;09-juli-19;2019;;2289;BK;EUR;;hybrid
10.1007/s00127-019-01742-6;Springer Compact;YFA_SCO;;Richard Bränström;09-juli-19;2019;;2289;BK;EUR;;hybrid
