doi;agreement;yfa_kod;article_title;corresponding_auth;approved_date;approved_year;first_published;apc;apc_source;currency;over limit;oa_type;Funder_paid
10.1038/s41598-022-07291-4;Springer Fully OA;YFA_SOA;;Ingrid Dahlman;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1038/s41598-022-08387-7 ;Springer Fully OA;YFA_SOA;;Karolina Kublickiene;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1038/s41598-022-08569-3;Springer Fully OA;YFA_SOA;;Alexander Lebedev;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-08980-w;Springer Fully OA;YFA_SOA;;Philippe A. Melas;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-09788-4;Springer Fully OA;YFA_SOA;;Mikael Norman;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-10144-9;Springer Fully OA;YFA_SOA;;Laura Pazzagli;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-11097-9;Springer Fully OA;YFA_SOA;;Maria Wiklander;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-11341-2;Springer Fully OA;YFA_SOA;;Bruno Sauce;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-11346-x;Springer Fully OA;YFA_SOA;;Sandra BERGENDAHL;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-11483-3;Springer Fully OA;YFA_SOA;;Reinhilde Jacobs;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-11717-4;Springer Fully OA;YFA_SOA;;Renzo C. Lanfranco;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-12007-9;Springer Fully OA;YFA_SOA;;Unnur GUDNADOTTIR;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-12287-1;Springer Fully OA;YFA_SOA;;Johanna Wallensten;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-12395-y;Springer Fully OA;YFA_SOA;;Anne K. Örtqvist;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-13912-9;Springer Fully OA;YFA_SOA;;Martin Ugander;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-13986-5;Springer Fully OA;YFA_SOA;;Lars Olaf Cardell;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-14032-0;Springer Fully OA;YFA_SOA;;Eleni Aklillu;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-14071-7;Springer Fully OA;YFA_SOA;;Kasim Acar;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-14712-x;Springer Fully OA;YFA_SOA;;Daniel Maroti;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-15254-y;Springer Fully OA;YFA_SOA;;Reinhilde Jacobs;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-15293-5;Springer Fully OA;YFA_SOA;;Uta Hardt;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-15884-2;Springer Fully OA;YFA_SOA;;Per Nordberg;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-16467-x;Springer Fully OA;YFA_SOA;;Susanna C. Larsson;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-16712-3;Springer Fully OA;YFA_SOA;;Martin Ugander;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-17318-5;Springer Fully OA;YFA_SOA;;Laila Sara Arroyo;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-17369-8;Springer Fully OA;YFA_SOA;;Chengxuan Qiu;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-18703-w;Springer Fully OA;YFA_SOA;;Laura W. Wesseldijk;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41598-022-19008-8;Springer Fully OA;YFA_SOA;;Laila Sara Arroyo Mühr;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s41698-022-00302-7;Springer Fully OA;YFA_SOA;;Nicholas Tobin;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s42003-022-03132-2;Springer Fully OA;YFA_SOA;;Jeremy Bost;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1038/s42003-022-03169-3;Springer Fully OA;YFA_SOA;;Marianne Schultzberg;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1038/s42003-022-03315-x;Springer Fully OA;YFA_SOA;;Sara Svensson Akusjärvi;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s42003-022-03376-y;Springer Fully OA;YFA_SOA;;Rikard Holmdahl;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s42003-022-03442-5;Springer Fully OA;YFA_SOA;;Nico Dantuma;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s42003-022-03673-6;Springer Fully OA;YFA_SOA;;Laura Crucianelli;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1038/s43856-022-00082-y;Springer Fully OA;YFA_SOA;;Gustav Stålhammar;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1038/s43856-022-00135-2;Springer Fully OA;YFA_SOA;;Daniel Helldén;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1057/s41599-022-01097-5;Springer Fully OA;YFA_SOA;;Nele Brusselaers;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s10020-022-00443-2;Springer Fully OA;YFA_SOA;;Hans-Gustaf Ljunggren;Januari;2022;;2390,00;List price;EUR;;Guld;FALSE
10.1186/s10020-022-00484-7;Springer Fully OA;YFA_SOA;;Johan Sandberg;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s11556-022-00287-z;Springer Fully OA;YFA_SOA;;Linnea Sjöberg;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s11689-022-09422-4;Springer Fully OA;YFA_SOA;;Håkan Karlsson;Januari;2022;;2290,00;List price;EUR;;Guld;FALSE
10.1186/s12864-022-08329-7;Springer Fully OA;YFA_SOA;;Trung Nghia Vu;Januari;2022;;1990,00;List price;EUR;;Guld;FALSE
10.1186/s12874-022-01597-7;Springer Fully OA;YFA_SOA;;Yuliya Leontyeva;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12874-022-01636-3;Springer Fully OA;YFA_SOA;;Marie Reilly;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12874-022-01666-x;Springer Fully OA;YFA_SOA;;Elisavet Syriopoulou;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12875-022-01803-x;Springer Fully OA;YFA_SOA;;Sandra af Winklerfelt Hammarberg;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12876-022-02195-z;Springer Fully OA;YFA_SOA;;Hanne Konradsen;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12877-022-02915-w;Springer Fully OA;YFA_SOA;;Therese Johansson;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12877-022-03015-5 ;Springer Fully OA;YFA_SOA;;Sophie Gaber;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12877-022-03070-y;Springer Fully OA;YFA_SOA;;Michael Axenhus;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12877-022-03185-2;Springer Fully OA;YFA_SOA;;Susanne Assander;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12879-022-07089-9;Springer Fully OA;YFA_SOA;;Pontus Naucler;Januari;2022;;2090,00;List price;EUR;;Guld;FALSE
10.1186/s12879-022-07405-3;Springer Fully OA;YFA_SOA;;Aya Olivia Nakitanda;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12879-022-07474-4;Springer Fully OA;YFA_SOA;;Annelie Brauner;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12882-022-02924-2;Springer Fully OA;YFA_SOA;;Ladan Mansouri;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12883-022-02704-3;Springer Fully OA;YFA_SOA;;Ing-Mari Dohrn;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12884-022-04553-x;Springer Fully OA;YFA_SOA;;Simone Schwank;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12884-022-04894-7;Springer Fully OA;YFA_SOA;;Jaran Eriksen;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12884-022-04964-w;Springer Fully OA;YFA_SOA;;Emilia Rotstein;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12884-022-05018-x;Springer Fully OA;YFA_SOA;;Anna Machowska;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12885-022-09464-w;Springer Fully OA;YFA_SOA;;Ruba Kal Omar;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12885-022-09779-8;Springer Fully OA;YFA_SOA;;Doghao Lu;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12885-022-09992-5;Springer Fully OA;YFA_SOA;;Jonas Ludvigsson;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12885-022-10005-8;Springer Fully OA;YFA_SOA;;Malin Ljunggren;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12887-022-03218-0;Springer Fully OA;YFA_SOA;;Allison R Mackey;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12887-022-03349-4;Springer Fully OA;YFA_SOA;;Kimmo Sorjonen;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12888-022-03774-w;Springer Fully OA;YFA_SOA;;Kimmo Sorjonen;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12888-022-03791-9;Springer Fully OA;YFA_SOA;;Malin Idar Wallin;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12888-022-03861-y;Springer Fully OA;YFA_SOA;;Nora Choque Olsson;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12888-022-04115-7;Springer Fully OA;YFA_SOA;;Heidi Taipale;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12888-022-04134-4;Springer Fully OA;YFA_SOA;;Tatja Hirvikoski;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12888-022-04152-2;Springer Fully OA;YFA_SOA;;Olof Molander;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12888-022-04231-4;Springer Fully OA;YFA_SOA;;Susanna Jernelöv;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-12692-1;Springer Fully OA;YFA_SOA;;Anders Ternhag;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12889-022-12758-0;Springer Fully OA;YFA_SOA;;Melody Almroth;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12889-022-12775-z;Springer Fully OA;YFA_SOA;;Muslima Ejaz;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12889-022-12923-5;Springer Fully OA;YFA_SOA;;Ylva Trolle Lagerros;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-12996-2;Springer Fully OA;YFA_SOA;;Sara Causevic;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-13014-1;Springer Fully OA;YFA_SOA;;Håkan Leifman;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-13099-8;Springer Fully OA;YFA_SOA;;Bettina Meinow;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-13252-3;Springer Fully OA;YFA_SOA;;Maria Henström;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-13329-z;Springer Fully OA;YFA_SOA;;Adrian Salinas Fredricson;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-13492-3;Springer Fully OA;YFA_SOA;;Madelene Barboza;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-13803-8;Springer Fully OA;YFA_SOA;;Anna Ek;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12889-022-14005-y;Springer Fully OA;YFA_SOA;;Kristin Farrants;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12891-022-05300-1;Springer Fully OA;YFA_SOA;;Kristofer Hallberg;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12891-022-05343-4;Springer Fully OA;YFA_SOA;;Eva Broström;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12891-022-05394-7;Springer Fully OA;YFA_SOA;;Hanna Südow;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12891-022-05722-x;Springer Fully OA;YFA_SOA;;Eva Rasmussen Barr;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12903-022-02130-4;Springer Fully OA;YFA_SOA;;Anna Granlund;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12905-022-01646-9;Springer Fully OA;YFA_SOA;;Jonathan Mwangi;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12909-022-03251-8;Springer Fully OA;YFA_SOA;;Veronica Lindström;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12909-022-03468-7;Springer Fully OA;YFA_SOA;;Karin Björklund;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12909-022-03539-9;Springer Fully OA;YFA_SOA;;Charlotte Silén;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12909-022-03714-y;Springer Fully OA;YFA_SOA;;Malin Sellberg;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12910-022-00758-z;Springer Fully OA;YFA_SOA;;Sara Belfrage;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12912-022-00827-z;Springer Fully OA;YFA_SOA;;Hanne Konradsen;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12912-022-00840-2;Springer Fully OA;YFA_SOA;;Henrik Hjelmgren;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12912-022-00862-w;Springer Fully OA;YFA_SOA;;Ulrica Nilsson;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12912-022-01002-0;Springer Fully OA;YFA_SOA;;Susanne Lundell Rudberg;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12912-022-01011-z;Springer Fully OA;YFA_SOA;;Michael B. Wells;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12913-022-07481-w;Springer Fully OA;YFA_SOA;;Ann Liljas;Januari;2022;;2170,00;List price;EUR;;Guld;FALSE
10.1186/s12913-022-07716-w;Springer Fully OA;YFA_SOA;;Mikael Ohrling;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12913-022-07945-z;Springer Fully OA;YFA_SOA;;Veronika Tirado;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12913-022-07965-9;Springer Fully OA;YFA_SOA;;Elin C. Larsson;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12913-022-07968-6;Springer Fully OA;YFA_SOA;;David Moulaee Conradsson;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12913-022-08000-7;Springer Fully OA;YFA_SOA;;Sebastian Lindblom;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12913-022-08054-7;Springer Fully OA;YFA_SOA;;Monica Elisabeth Nyström;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12913-022-08094-z;Springer Fully OA;YFA_SOA;;Emma Hagqvist;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12916-022-02238-y;Springer Fully OA;YFA_SOA;;Xia Jiang;Januari;2022;;2990,00;List price;EUR;;Guld;FALSE
10.1186/s12916-022-02275-7;Springer Fully OA;YFA_SOA;;Qian Yang;Januari;2022;;2990,00;List price;EUR;;Guld;FALSE
10.1186/s12916-022-02442-w;Springer Fully OA;YFA_SOA;;Can Cui;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12916-022-02447-5;Springer Fully OA;YFA_SOA;;Yuxia Wei;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12916-022-02542-7;Springer Fully OA;YFA_SOA;;Marie Reilly;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12931-022-02045-2;Springer Fully OA;YFA_SOA;;Terezia Pincikova;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12933-022-01475-y;Springer Fully OA;YFA_SOA;;Uwe J.F. Tietge;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12933-022-01530-8;Springer Fully OA;YFA_SOA;;Uwe J.F. Tietge;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12933-022-01558-w;Springer Fully OA;YFA_SOA;;Giulia Ferrannini;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12933-022-01562-0;Springer Fully OA;YFA_SOA;;Giulia Ferrannini;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12936-022-04259-7;Springer Fully OA;YFA_SOA;;Akira Kaneko;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12941-022-00498-3;Springer Fully OA;YFA_SOA;;Volkan Özenci;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12958-022-00905-6;Springer Fully OA;YFA_SOA;;Nele Brusselaers;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s12960-022-00708-1;Springer Fully OA;YFA_SOA;;Rachel Forse;Januari;2022;;2390,00;List price;EUR;;Guld;FALSE
10.1186/s12961-022-00895-2;Springer Fully OA;YFA_SOA;;Hanna Augustsson;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12966-022-01289-x;Springer Fully OA;YFA_SOA;;Linnea Bergqvist-Norén;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12989-022-00467-w;Springer Fully OA;YFA_SOA;;Bengt Fadeel;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12998-022-00424-6;Springer Fully OA;YFA_SOA;;Andreas Eklund;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s12998-022-00431-7;Springer Fully OA;YFA_SOA;;Stina Lilje;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13012-022-01196-6;Springer Fully OA;YFA_SOA;;Lydia Kwak;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s13012-022-01230-7;Springer Fully OA;YFA_SOA;;Lydia Kwak;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13017-022-00415-1;Springer Fully OA;YFA_SOA;;Andreas Älgå;Januari;2022;;2890,00;List price;EUR;;Guld;FALSE
10.1186/s13018-022-02960-6;Springer Fully OA;YFA_SOA;;Reinhilde Jacobs;Januari;2022;;2190,00;List price;EUR;;Guld;FALSE
10.1186/s13019-022-01960-1;Springer Fully OA;YFA_SOA;;Torbjörn Ivert;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13023-022-02477-5;Springer Fully OA;YFA_SOA;;Anna Kostareva;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13031-022-00456-y;Springer Fully OA;YFA_SOA;;Martina Gustavsson;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13031-022-00480-y;Springer Fully OA;YFA_SOA;;Charlotta van Eggermont Arwidson;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13044-022-00120-w;Springer Fully OA;YFA_SOA;;C. Christofer Juhlin;Januari;2022;;2090,00;List price;EUR;;Guld;FALSE
10.1186/s13044-022-00123-7;Springer Fully OA;YFA_SOA;;Adam Stenman;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13044-022-00126-4;Springer Fully OA;YFA_SOA;;Joachim N Nilsson;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13046-022-02382-6;Springer Fully OA;YFA_SOA;;Dawei Xu;Maj;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13046-022-02399-x;Springer Fully OA;YFA_SOA;;Marie Arsenian-Henriksson;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13053-022-00234-0;Springer Fully OA;YFA_SOA;;Serena Barilla;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13054-022-03979-1;Springer Fully OA;YFA_SOA;;Robert G. Hahn;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13054-022-04079-w;Springer Fully OA;YFA_SOA;;Cecilia AI Åkerlund;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13054-022-04122-w;Springer Fully OA;YFA_SOA;;Emma Larsson;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13058-022-01505-3;Springer Fully OA;YFA_SOA;;Elisavet Syriopoulou;Januari;2022;;2890,00;List price;EUR;;Guld;FALSE
10.1186/s13063-022-06469-5;Springer Fully OA;YFA_SOA;;Mark Larsson;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13063-022-06513-4;Springer Fully OA;YFA_SOA;;Chu Chen;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13075-022-02745-6;Springer Fully OA;YFA_SOA;;Antonella Notarnicola;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13075-022-02862-2;Springer Fully OA;YFA_SOA;;Helga Westerlind;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13075-022-02873-z;Springer Fully OA;YFA_SOA;;Anton Öberg Sysojev;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13075-022-02892-w;Springer Fully OA;YFA_SOA;;Louise Hedenstierna;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13102-022-00451-z;Springer Fully OA;YFA_SOA;;Manzur Kader;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13104-022-05992-7;Springer Fully OA;YFA_SOA;;katja wallander;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13104-022-06094-0;Springer Fully OA;YFA_SOA;;Cristina Mattison;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13195-022-00979-9;Springer Fully OA;YFA_SOA;;Julen Goikolea;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s13229-022-00487-5;Springer Fully OA;YFA_SOA;;Johan Isaksson;Januari;2022;;2690,00;List price;EUR;;Guld;FALSE
10.1186/s13256-022-03384-w;Springer Fully OA;YFA_SOA;;Charlotte Skoglund;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13613-022-01040-6;Springer Fully OA;YFA_SOA;;Johan Mårtensson;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13722-022-00319-0;Springer Fully OA;YFA_SOA;;Christopher Sundström;Juli;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s13722-022-00332-3;Springer Fully OA;YFA_SOA;;Ola Siljeholm;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40337-022-00619-5;Springer Fully OA;YFA_SOA;;Mattias Strand;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40359-022-00730-x;Springer Fully OA;YFA_SOA;;Sven Alfonsson;Januari;2022;;1190,00;List price;EUR;;Guld;FALSE
10.1186/s40359-022-00755-2;Springer Fully OA;YFA_SOA;;Lena Nilsson Schönnesson;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s40359-022-00782-z;Springer Fully OA;YFA_SOA;;Åsa Norman;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40478-022-01398-5;Springer Fully OA;YFA_SOA;;Per Nilsson;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40478-022-01427-3;Springer Fully OA;YFA_SOA;;Pete Williams;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40479-022-00195-9;Springer Fully OA;YFA_SOA;;Martina Wolf-Arehult;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40634-022-00454-2;Springer Fully OA;YFA_SOA;;Christoffer von Essen;februari;2022;;1997,00;List price;EUR;;Guld;FALSE
10.1186/s40634-022-00519-2;Springer Fully OA;YFA_SOA;;Riccardo Cristiani;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40635-022-00436-9;Springer Fully OA;YFA_SOA;;Marc Gimenez-Milà;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40635-022-00443-w;Springer Fully OA;YFA_SOA;;Mattias Günther;April;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40635-022-00458-3;Springer Fully OA;YFA_SOA;;Robert Hahn;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40635-022-00464-5;Springer Fully OA;YFA_SOA;;Robert G. Hahn;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40658-022-00473-z;Springer Fully OA;YFA_SOA;;Oscar Ardenfors;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40729-022-00413-7;Springer Fully OA;YFA_SOA;;Hongyang Ma;Mars;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40795-022-00584-x;Springer Fully OA;YFA_SOA;;Manzur Kader;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40814-022-01105-0;Springer Fully OA;YFA_SOA;;Erland Axelsson;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40814-022-01147-4;Springer Fully OA;YFA_SOA;;Susanne Guidetti;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40814-022-01154-5;Springer Fully OA;YFA_SOA;;Annika Bäck;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40814-022-01157-2;Springer Fully OA;YFA_SOA;;Wim Grooten;Augusti;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s43058-022-00320-3;Springer Fully OA;YFA_SOA;;Sara Ingvarsson;Juni;2022;;1997,00;Discounted;EUR;;Guld;FALSE
10.1186/s40359-023-01135-0;Springer Fully OA;YFA_SOA;;Marta Roczniewska;mars;2023;;2037,00;discounted;EUR;;Guld;FALSE
