doi;agreement;yfa_kod;article_title;corresponding_auth;approved_date;approved_year;first_published;apc;apc_source;currency;over limit;oa_type
10.1016/j.thromres.2021.12.018;Elsevier;YFA_ELS;;Axel Rosell;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.paid.2022.111520;Elsevier;YFA_ELS;;Kimmo Sorjonen;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.envres.2022.112760;Elsevier;YFA_ELS;;Shanzina Iasmin Sompa;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.bbr.2022.113763;Elsevier;YFA_ELS;;Josefine Waldthaler;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.ajpath.2021.12.013;Elsevier;YFA_ELS;;Susanna Brighenti;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.cgh.2022.01.021;Elsevier;YFA_ELS;;Susanna C Larsson;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1038/s43018-022-00332-x;Nature Transformative;YFA_NAT;;David Tamborero;Februari;2022;;9500,00;List price;EUR;;Hybrid
10.1038/s41594-022-00729-3;Nature Transformative;YFA_NAT;;Luca Jovine;Februari;2022;;9500,00;List price;EUR;;Hybrid
10.1038/s41591-022-01700-x;Nature Transformative;YFA_NAT;;Marcus Buggert;Februari;2022;;9500,00;List price;EUR;;Hybrid
10.1038/s41588-022-01014-1;Nature Transformative;YFA_NAT;;Rickard Sandberg;Februari;2022;;9500,00;List price;EUR;;Hybrid
10.1016/j.ypmed.2021.106944;Elsevier;YFA_ELS;;Mrs Dorien Beeres;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.bbi.2022.01.003;Elsevier;YFA_ELS;;Camilla I. Svensson;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.drugalcdep.2022.109266;Elsevier;YFA_ELS;;Mats Hallgren;Januari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.isci.2022.103743;Elsevier Cell Press;YFA_CEL;;Harold Marcotte;Januari;2022;;2724,00;Medel från Niklas fil och Agresso 2020;EUR;;Guld
10.1016/j.immuni.2022.01.014;Elsevier Cell Press;YFA_CEL;;Petter Brodin;Januari;2022;;3100,00;Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.neuron.2021.12.034;Elsevier Cell Press;YFA_CEL;;Gonçalo Castelo-Branco;Januari;2022;;3100,00;Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.medj.2022.01.001;Elsevier Cell Press;YFA_CEL;;Margaret Sällberg Chen;Januari;2022;;3100,00;Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1099/jgv.0.001731;Microbiology Society;YFA_MIC;;Leo Hanke;Januari;2022;;2100,00;List price;GBP;;Hybrid
10.1038/s43018-022-00331-y;Nature Transformative;YFA_NAT;;Thomas Helleday;Januari;2022;;9500,00;List price;EUR;;Hybrid
10.1038/s42255-022-00525-9;Nature Transformative;YFA_NAT;;Mikael Rydén;Januari;2022;;9500,00;List price;EUR;;Hybrid
10.1021/acs.jafc.1c04418;American Chemical Society;YFA_ACS;;Axel Mie;Februari;2022;;3500,00;List price;USD;;Hybrid
10.1136/oemed-2021-108087;BMJ;YFA_BMJ;;Katrina Blindow;Februari;2022;;2300,00;List price;GBP;;Hybrid
10.1136/jclinpath-2022-208152;BMJ;YFA_BMJ;;Carlos Rubio;Februari;2022;;3000,00;List price;GBP;;Hybrid
10.1038/s41593-022-01011-x;Nature Transformative;YFA_NAT;;Jonas Frisén;Januari;2022;;9500,00;List price;EUR;;Hybrid
10.1093/hmg/ddac002;Oxford;YFA_OXF;;Christoph Freyer;Januari;2022;;2025,10;List price;GBP;;Hybrid
10.1017/s1368980021000045;Cambridge University Press;YFA_CAM;;Christine Delisle Nyström;Februari;2022;;2045,00;List price;GBP;;Hybrid
10.1017/s0033291722000435;Cambridge University Press;YFA_CAM;;Mo Wang;Februari;2022;;2045,00;List price;GBP;;Hybrid
10.1093/eurjpc/zwac003;Oxford;YFA_OXF;;Alicja Wolk;Januari;2022;;1745,10;List price;GBP;;Hybrid
10.1093/rheumatology/keac003;Oxford;YFA_OXF;;Angeles Shunashy Galindo-Feria;Januari;2022;;2031,40;List price;GBP;;Hybrid
10.1093/jac/dkac008;Oxford;YFA_OXF;;Johan Ursing;Januari;2022;;1776,60;List price;GBP;;Hybrid
10.1016/j.str.2022.02.013;Cell Press;YFA_CEL;;Michael Landreh;Februari;2022;;3100,00;Listpris, Medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1093/ije/dyac018;Oxford;YFA_OXF;;Arvid Sjölander;Januari;2022;;2120,30;List price;GBP;;Hybrid
10.1093/annweh/wxac006;Oxford;YFA_OXF;;Linda Schenk;Januari;2022;;1731,10;List price;GBP;;Hybrid
10.1038/s41416-022-01699-5;Springer Compact;YFA_SCO;;Alexios Matikas;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1038/s41416-022-01701-0;Springer Compact;YFA_SCO;;Therese M.-L. Andersson;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1038/s41393-022-00752-7;Springer Compact;YFA_SCO;;Adrian Elmi-Terander;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s11695-022-05908-1;Springer Compact;YFA_SCO;;Liisa Tolvanen;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s00281-022-00912-0;Springer Compact;YFA_SCO;;Leonid Padyukov;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.14283/jpad.2022.4;Springer Compact;YFA_SCO;;Miia Kivipelto;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s40258-021-00713-w;Springer Compact;YFA_SCO;;Mimmi Åström;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10654-021-00840-7;Springer Compact;YFA_SCO;;Maria-Pia Hergens;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10875-022-01215-7;Springer Compact;YFA_SCO;;Qiang Pan-Hammarström;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.14283/jpad.2022.9;Springer Compact;YFA_SCO;;Anna Matton;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10654-022-00842-z;Springer Compact;YFA_SCO;;Susanna C. Larsson;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1016/j.drugalcdep.2022.109350;Elsevier;YFA_ELS;;Helio Manhica;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.drugalcdep.2022.109354;Elsevier;YFA_ELS;;Siri Thor;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.gie.2022.02.017;Elsevier;YFA_ELS;;Viktor Tidehag;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.semarthrit.2022.151978;Elsevier;YFA_ELS;;Majd Bairkdar;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.tate.2022.103664;Elsevier;YFA_ELS;;Lydia Kwak;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.ejso.2022.02.012;Elsevier;YFA_ELS;;Chikako Suzuki;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.clinph.2022.02.003;Elsevier;YFA_ELS;;Karin Westin;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.jcyt.2021.11.008;Elsevier;YFA_ELS;;Tengyu Wang;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.neurobiolaging.2022.01.006;Elsevier;YFA_ELS;;Chengxuan Qiu;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.jsxm.2022.02.008;Elsevier;YFA_ELS;;Nina Bohm-Starke;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.genhosppsych.2022.02.004;Elsevier;YFA_ELS;; J. Ahlen;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.nut.2022.111635;Elsevier;YFA_ELS;;Catarina Lindqvist;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.watres.2022.118202;Elsevier;YFA_ELS;;Agneta Akesson;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.jaip.2022.01.037;Elsevier;YFA_ELS;;Theo Gülen;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.lfs.2022.120394;Elsevier;YFA_ELS;;Linda Ljungblad;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.soard.2022.02.013;Elsevier;YFA_ELS;; Daniel P Andersson;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1016/j.semcdb.2022.02.017;Elsevier;YFA_ELS;; Igor Adameyko;Februari;2022;;3100,00;Listpris, medel från Niklas fil och Agresso 2020;EUR;;Hybrid
10.1038/s41409-022-01582-0;Springer Compact;YFA_SCO;;C. Lindholm;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1099/jmm.0.001512;Microbiology Society;YFA_MIC;;Hamed Khalili;Februari;2022;;1500,00;List price;GBP;;Hybrid
10.1007/s13304-021-01211-3;Springer Compact;YFA_SCO;;Björn Bolmstrand;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10815-022-02402-6;Springer Compact;YFA_SCO;;Kenny A. Rodriguez-Wallberg;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1007/s10353-021-00745-5;Springer Compact;YFA_SCO;;Johanna Hoffsten;Januari;2022;;2381,00;Discounted;EUR;;Hybrid
10.1186/s12864-022-08329-7;Springer Fully Open;YFA_SOA;;Trung Nghia Vu;Januari;2022;;1990,00;List price;EUR;;Guld
10.1038/s41598-022-05443-0;Springer Fully Open;YFA_SOA;;Elham Hedayati;Januari;2022;;1790,00;List price;EUR;;Guld
10.1186/s12916-022-02275-7;Springer Fully Open;YFA_SOA;;Qian Yang;Januari;2022;;2990,00;List price;EUR;;Guld
10.1093/humrep/deac019;Oxford;YFA_OXF;;Frisendahl, C;Februari;2022;;2019,50;List Price;GBP;;Hybrid
10.1093/rheumatology/keac068;Oxford;YFA_OXF;;Barbulescu, A;Februari;2022;;2031,40;List Price ;GBP;;Hybrid
10.1093/cid/ciac095;Oxford;YFA_OXF;;Vähäsarja, N;Februari;2022;;2387,00;Medel-APC från YFA;EUR;;Hybrid
10.1093/ndt/gfac036;Oxford;YFA_OXF;;Lundström, U;Februari;2022;;1815,45;List Price;GBP;;Hybrid
10.1093/jac/dkac053;Oxford;YFA_OXF;;Brusselaers, N;Februari;2022;;2387,00;Medel-APC från YFA;EUR;;Hybrid
10.1093/biostatistics/kxac009;Oxford;YFA_OXF;;Michael Crowther;Februari;2022;;2526,41;Medel-APC från YFA;EUR;;Hybrid
10.1210/clinem/dgac103;Oxford;YFA_OXF;;Jakob Skov;Februari;2022;;2526,41;Medel-APC från YFA;EUR;;Hybrid
10.1093/jtm/taac035;Oxford;YFA_OXF;;Ana Requena-Méndez;Mars;2022;;2526,41;Medel-APC från YFA;EUR;;Hybrid
10.1186/s13229-022-00487-5;Springer Fully Open;YFA_SOA;;Johan Isaksson;Januari;2022;;2690,00;List price;EUR;;Guld
10.1186/s13058-022-01505-3;Springer Fully Open;YFA_SOA;;Elisavet Syriopoulou;Januari;2022;;2890,00;List price;EUR;;Guld
10.1186/s13044-022-00120-w;Springer Fully Open;YFA_SOA;;C. Christofer Juhlin;Januari;2022;;2090,00;List price;EUR;;Guld
10.1186/s13017-022-00415-1;Springer Fully Open;YFA_SOA;;Andreas Älgå;Januari;2022;;2890,00;List price;EUR;;Guld
